Label,Se_Rt_CC_90_1,Se_Rt_CC_90_2,Se_Rt_CC_90_3,Se_Rt_CC_140_1,Se_Rt_CC_140_2,Se_Rt_CC_140_3,Se_Rt_CC_190_1,Se_Rt_CC_190_2,Se_Rt_CC_190_3,Se_ax_90_1,Se_ax_90_2,Se_ax_90_3,Se_ax_140_1,Se_ax_140_2,Se_ax_140_3,Se_ax_190_1,Se_ax_190_2,Se_ax_190_3
SYNPCC7942_RS07160,11502,10158,11434,12867,15272,9806,10418,15513,14432,12863,14622,15389,13581,11461,16027,6404,9401,13335
SYNPCC7942_RS07165,8892,7827,9237,10698,10731,7083,8192,11843,10065,10623,12017,12046,11296,10010,13860,5180,8329,13052
SYNPCC7942_RS07170,5816,5114,5091,4122,4115,3686,3742,4821,3614,8283,7923,8005,8497,6745,7291,3942,5375,7197
SYNPCC7942_RS07175,7842,5730,5933,5906,4876,3138,4504,4532,6730,8471,9305,9465,9487,10123,12480,6015,6039,5064
SYNPCC7942_RS07180,1512,1375,1256,1044,1234,920,896,982,980,2242,2192,2336,2262,1926,2393,1022,1492,1300
SYNPCC7942_RS07185,1684,1346,1666,1356,1210,818,823,1180,1284,2100,2380,1972,2066,1780,1932,1044,1426,1528
SYNPCC7942_RS07190,2322,1770,2090,1566,1401,954,1100,1338,1358,3171,3323,3069,3830,2982,3389,1655,2443,2574
SYNPCC7942_RS07195,21518,15600,20882,15486,13731,9474,10642,14287,18164,30538,32986,27282,34130,29414,28842,16453,22379,24129
SYNPCC7942_RS07200,31487,23348,29544,21434,20804,14059,15556,19239,26284,47975,49878,39782,43847,42167,37906,20476,33825,27551
SYNPCC7942_RS07205,1004,774,1088,792,609,470,590,740,994,1568,1578,1452,1592,1498,1636,852,1138,1122
SYNPCC7942_RS07210,47148,20760,36639,18835,19100,11169,14633,24100,31469,78190,71571,64304,79926,68775,63978,24386,48377,46927
SYNPCC7942_RS07215,95215,80449,90462,81739,79858,65397,65814,81176,88907,133039,137937,133446,150662,127421,140792,88024,120758,110250
SYNPCC7942_RS07220,7499,6812,6565,4878,4592,2416,2640,3828,4638,9812,10487,9923,11768,9382,11647,5623,7284,6818
SYNPCC7942_RS07225,27234,25630,24648,17769,18930,14462,13708,19368,18313,35345,33596,39168,40679,29199,36613,20538,21292,22838
SYNPCC7942_RS07230,1534,1092,1530,1137,1102,872,798,941,975,1852,2010,1558,1787,1643,1709,868,1270,1512
SYNPCC7942_RS07235,6911,5286,7086,6183,5260,3972,4761,6091,6592,8915,10612,7718,11607,9771,9518,5674,9776,10170
SYNPCC7942_RS07240,39206,35277,40163,26424,30719,21972,20151,30193,32295,49501,53375,48668,41239,41260,43952,31710,31733,25686
SYNPCC7942_RS07245,37410,30504,31238,28555,28527,19569,21681,26884,25503,52797,56276,55047,55079,47564,54290,27315,37888,39870
SYNPCC7942_RS07250,4065,3054,3580,2778,2444,1510,2144,2568,2866,4508,5018,4417,5765,4164,5670,2590,3612,3742
SYNPCC7942_RS07255,430,428,418,310,322,298,185,280,250,476,532,548,542,392,418,246,244,284
SYNPCC7942_RS07260,20976,19118,19977,14727,17269,13850,13299,17955,23417,25676,24462,28109,28769,22058,30870,22640,13086,13766
SYNPCC7942_RS07265,14077,12943,13757,10408,11887,7396,7144,9889,11377,20287,20542,20593,20694,17487,22841,13770,11663,10272
SYNPCC7942_RS07270,51380,47098,48275,29081,40432,24690,19035,33859,29537,52881,71659,62740,35188,40704,42611,29157,19887,19556
SYNPCC7942_RS07275,6755,7072,6974,2962,4318,2388,1692,3587,2343,7492,12004,9817,4209,5494,5226,4009,2230,2202
SYNPCC7942_RS07280,25723,27205,27630,11549,17999,9660,7246,14272,10524,28089,40806,36808,17550,20823,22653,16560,9349,8652
SYNPCC7942_RS07285,2261,1868,2181,904,1195,724,502,1203,852,2436,3341,2672,1698,1757,2030,1318,980,884
SYNPCC7942_RS07290,12186,9681,11418,10247,8899,7098,9032,10335,10487,15242,17611,14886,18682,14428,14693,9272,13355,17014
SYNPCC7942_RS07295,229342,239976,263114,140003,192852,148540,108552,176391,204923,287510,340365,309335,208308,210168,237152,188075,129844,114359
SYNPCC7942_RS07300,45877,47613,48237,25825,35484,28915,20748,34118,38616,65711,76466,69136,53581,49813,61424,46020,31479,27682
SYNPCC7942_RS07305,1556,1474,1630,1192,1300,792,784,1144,1162,2306,2370,2042,1954,1900,1978,996,1426,1272
SYNPCC7942_RS13755,96420,81417,124934,161684,109403,95193,33062,38959,33839,69244,73637,62759,83760,56992,56159,19397,15557,17907
SYNPCC7942_RS07310,6397,5303,4786,4009,4025,2597,2948,3627,3636,9092,9180,9336,9415,7392,9880,4144,5148,5626
SYNPCC7942_RS07315,9718,7923,8227,6512,5683,3782,4318,5204,5076,14180,13632,13671,13451,11193,12381,6427,7346,8040
SYNPCC7942_RS07320,22794,20319,23331,15669,17786,12016,11779,16986,22246,26208,27109,25986,27893,22519,29173,17994,17055,16584
SYNPCC7942_RS07325,16876,14917,15581,13161,13644,10563,11242,13813,15462,22943,23910,22661,26618,20673,26875,13944,18373,21170
SYNPCC7942_RS07330,4400,3262,4224,4319,3100,2257,3232,3166,5065,5328,6282,4361,6630,6513,6037,2851,6182,4680
SYNPCC7942_RS07335,25769,26900,27189,16370,19212,15520,12244,19347,18535,31840,35081,31048,28938,25305,30305,20036,19669,18799
SYNPCC7942_RS07340,3000,2864,3008,2120,2231,1650,1481,2096,2374,3960,4255,3503,4134,3541,3644,2174,2696,2454
SYNPCC7942_RS07345,890,836,856,610,604,408,392,490,420,1260,1207,1272,1018,888,946,548,584,700
SYNPCC7942_RS07350,6653,5790,6500,5328,5518,4709,4807,5748,8041,8308,7730,8409,10042,8267,12593,5831,7030,6737
SYNPCC7942_RS07355,34447,31772,27338,19614,25903,25028,18032,26570,20429,56649,52893,54248,72595,49187,69783,29695,38640,41001
SYNPCC7942_RS07360,99578,82657,103028,55825,69071,44118,53337,61908,63878,215823,255780,185841,166053,178741,161332,42564,120936,88100
SYNPCC7942_RS07365,993,864,1214,726,682,490,496,790,626,1556,1963,1240,1234,1308,996,570,919,944
SYNPCC7942_RS07370,520,474,454,376,428,240,300,406,382,822,984,694,816,768,680,376,706,639
SYNPCC7942_RS07375,730,562,520,470,508,330,392,496,616,964,993,822,888,846,1046,492,850,764
SYNPCC7942_RS07380,234,170,292,164,200,150,156,156,192,222,254,130,236,146,220,104,110,159
SYNPCC7942_RS07385,195431,198338,206365,149616,167444,150056,147914,184074,260638,263813,268408,254591,259145,230649,252641,196523,179892,149347
SYNPCC7942_RS07395,6643,5971,6300,4538,4720,3002,3250,4174,4026,9543,9158,9655,10471,8446,9893,5650,5466,6454
SYNPCC7942_RS07400,13804,12353,12547,9747,9913,7405,7492,10395,11222,20757,19400,22664,21649,17468,24040,12716,10315,12195
SYNPCC7942_RS07405,3751,2896,4420,2318,2136,1590,1808,1998,2918,4944,5396,4301,4332,4125,3454,2952,2410,1752
SYNPCC7942_RS07410,14864,13098,12305,10210,11281,10573,10761,14022,13388,18234,17742,19579,23661,15911,23205,12102,13274,16108
SYNPCC7942_RS07415,4663,4378,4939,4286,4262,3180,3298,4232,4612,6656,7091,6144,7430,5728,6386,3714,4956,5333
SYNPCC7942_RS07420,1988,1866,2106,1872,1782,1040,1340,1528,2100,2790,3136,2548,2916,2779,3090,1608,2212,2098
SYNPCC7942_RS07425,6154,5403,6128,4709,4916,3546,3883,5159,6851,7319,7704,6687,8051,6306,8271,5400,5350,4898
SYNPCC7942_RS07430,4730,3736,4244,3698,3749,2442,2668,3194,3840,5582,5932,4957,5708,4974,5407,2792,4410,4223
SYNPCC7942_RS07435,9266,8453,10376,7173,6318,4048,4710,6204,6620,10567,12094,10785,8546,8420,7984,6721,5982,6299
SYNPCC7942_RS07440,11226,9936,12953,7400,7751,4796,4588,6534,7597,14674,16990,12462,12594,12399,11625,7175,9403,7477
SYNPCC7942_RS07445,3252,2245,3451,2366,2162,1208,1680,2014,2346,4691,5294,3826,4813,4716,4054,1790,3524,3105
SYNPCC7942_RS07450,1582,1636,1798,1018,1214,892,718,1160,964,2696,2592,2306,2270,1990,1644,1046,1280,1364
SYNPCC7942_RS07455,1200,1002,1208,766,796,538,606,902,931,1613,1814,1390,1644,1558,1418,876,1286,1103
SYNPCC7942_RS07460,2389,1732,2054,2104,1850,1276,1540,2068,1958,2668,3147,2744,3184,3074,2986,1392,2834,2500
SYNPCC7942_RS07465,5655,4850,4707,4621,4521,3879,4149,4549,5015,6545,6849,6936,8011,6267,8491,4293,5753,6379
SYNPCC7942_RS07470,12006,10566,9574,10899,10847,10572,10507,11374,10031,14091,14546,15767,16780,12605,15881,8363,11879,14147
SYNPCC7942_RS07475,54803,50976,54498,20866,30091,16809,12221,26766,24866,100169,100331,87526,83227,73792,76677,44151,54117,46229
SYNPCC7942_RS07480,63026,56588,70623,28132,34424,15562,12425,27155,28334,94965,104204,82848,79467,81945,75488,45953,57510,44837
SYNPCC7942_RS07485,49335,51130,59906,25321,34903,21529,19023,35286,39392,93971,86953,75568,80685,67540,70716,52513,49511,39941
SYNPCC7942_RS07490,78531,138644,122077,50418,84443,49744,51192,90520,49077,197358,178626,141857,169369,171675,148923,124535,117016,105966
SYNPCC7942_RS07495,2961,2491,3250,3120,2937,2834,2136,2514,2250,4041,3818,3366,4394,3312,3664,1619,2554,2806
SYNPCC7942_RS07500,15288,11650,14057,12997,11158,9314,9424,12108,11162,14659,17543,15246,16869,13903,13716,8691,10662,12661
SYNPCC7942_RS07505,2172,1558,1860,1782,1484,1042,1260,1262,1350,2336,2582,2118,2773,2305,2368,1088,1798,2058
SYNPCC7942_RS07510,1512,1168,1516,1036,1118,940,858,964,1162,2360,2296,2056,2346,2092,2372,1066,1721,1643
SYNPCC7942_RS07515,876,636,718,620,732,572,548,640,782,1126,1234,1012,1213,1194,1400,570,1106,1147
SYNPCC7942_RS13760,372,312,344,248,298,260,252,294,368,506,453,436,614,469,599,310,454,499
SYNPCC7942_RS07520,504,394,476,344,450,368,362,348,402,816,626,627,935,738,994,388,590,637
SYNPCC7942_RS07525,426,286,396,352,376,304,240,274,286,574,498,480,546,428,538,229,378,472
SYNPCC7942_RS07530,1132,698,816,676,994,830,654,680,600,1658,1647,1766,2061,1734,2252,836,1424,1538
SYNPCC7942_RS07535,232,164,144,172,216,168,116,124,106,256,332,310,306,272,420,124,228,302
SYNPCC7942_RS07540,2654,1352,1004,790,5398,4734,1340,1545,680,1298,1870,2016,1770,1760,1424,1412,830,978
SYNPCC7942_RS07545,1073,684,596,472,1272,1024,622,630,580,885,854,920,724,720,648,520,460,512
SYNPCC7942_RS07550,1692,1518,1558,1116,1056,842,744,997,972,2217,2558,2076,2595,2028,2066,1056,1472,1712
SYNPCC7942_RS07555,6385,6928,5692,6096,8278,6929,6715,7902,7434,8537,7948,7621,8488,6850,8801,5874,4744,5349
SYNPCC7942_RS07560,7293,8890,7695,6459,8129,7378,6133,8782,8804,7322,8064,6119,7312,6262,6250,6085,4706,4332
SYNPCC7942_RS07565,1092,840,1132,886,814,664,708,898,1160,1408,1520,1162,1742,1369,1334,912,1112,1228
SYNPCC7942_RS07570,8627,7365,7880,7639,7462,7461,8358,10394,9338,9799,10114,9128,12682,9823,10684,7665,10043,11824
SYNPCC7942_RS07575,3640,3504,4194,2412,3041,1703,1677,2466,2604,5461,6156,4314,5147,5042,4875,2248,3718,2994
SYNPCC7942_RS07580,672,518,814,426,372,254,310,316,458,923,1062,714,854,790,690,456,588,542
SYNPCC7942_RS07585,9017,8210,9069,6036,6933,5036,4735,6007,6485,14701,14712,12349,14062,12497,12872,7039,9154,8173
SYNPCC7942_RS07590,879,901,1022,675,740,484,468,601,962,1488,1284,1256,1200,1044,1238,702,843,669
SYNPCC7942_RS07595,2102,1992,2480,1522,1586,1302,1244,1794,2123,2836,2974,2544,2388,1992,2074,1898,1554,1402
SYNPCC7942_RS07600,12168,9272,13168,12077,11085,7534,8405,10592,10650,21235,22991,19461,19834,19313,18462,13983,16662,14193
SYNPCC7942_RS07605,1080,734,787,980,1064,1494,784,834,705,1248,1262,1746,1431,1612,1284,1180,803,804
SYNPCC7942_RS07610,486,318,334,394,390,516,358,420,432,476,560,694,580,660,632,502,412,386
SYNPCC7942_RS07615,2530,1864,2422,2064,1980,2076,1682,2036,1986,3462,3475,3334,3471,3244,3088,2144,2350,2346
SYNPCC7942_RS07620,1810,1548,1584,1324,1450,1282,1238,1558,1438,2261,2283,2426,2402,2262,2591,1406,1600,1652
SYNPCC7942_RS07625,1023,754,978,578,624,320,384,550,616,1328,1536,992,890,982,860,478,750,602
SYNPCC7942_RS07630,1442,1110,1530,1040,768,530,746,912,928,1720,2008,1646,1783,1490,1736,1010,1188,1414
SYNPCC7942_RS07635,1644,1512,1919,1444,1224,844,894,1285,1842,2538,2668,2348,2617,2298,2494,1360,1632,1639
SYNPCC7942_RS07640,868,628,846,574,652,289,360,458,586,1168,1360,1014,1110,940,1060,548,768,654
SYNPCC7942_RS07645,8580,7365,7528,7572,7472,4554,4542,5671,5862,11012,12035,10832,10047,10530,10629,4899,7457,6462
SYNPCC7942_RS07650,4719,3636,5189,4258,3856,2226,2739,3672,4495,5791,6678,5660,6520,6158,6075,3869,4094,4553
SYNPCC7942_RS07655,1878,1296,2076,1595,1526,1004,973,1477,1508,1970,2493,1938,2212,2088,2160,1370,1938,1604
SYNPCC7942_RS14015,138,92,128,92,90,66,76,106,132,112,179,104,184,172,132,110,132,154
SYNPCC7942_RS07660,26893,46919,30775,35400,37025,29173,25006,29377,31763,19706,26788,21563,15466,16714,16863,16095,11592,11580
SYNPCC7942_RS07665,4782,3679,5056,3838,3241,1950,2348,3523,3161,6197,6769,5204,5782,5004,4421,2845,4105,3814
SYNPCC7942_RS07670,17468,14895,16858,14202,14079,7814,9443,11786,15524,20989,24508,22169,22954,21799,24338,11900,16180,13663
SYNPCC7942_RS07675,1436,1046,1332,1094,1022,828,818,1152,1112,1516,1946,1391,1722,1583,1560,780,1200,1376
SYNPCC7942_RS07680,1724,1518,1606,1344,1386,898,966,1144,1178,2132,2334,1992,2072,1916,1656,940,1570,1606
SYNPCC7942_RS07685,4026,3298,3306,4892,3968,3506,4316,4261,4785,4824,4649,4847,5130,3714,5000,2812,3015,3514
SYNPCC7942_RS07690,10020,7792,8299,9725,8053,6067,7639,6973,7304,12436,13610,13195,14156,12058,13938,8334,10544,10594
SYNPCC7942_RS07695,74771,63125,57718,70677,66304,83018,97381,99350,84438,80981,78309,101848,101124,66477,88291,60503,58885,76936
SYNPCC7942_RS07700,1234,930,894,846,886,752,942,1024,1150,1262,1184,1100,1488,1162,1569,616,942,1232
SYNPCC7942_RS07705,3466,2772,3440,2712,2812,1682,1732,2496,2894,5072,5665,4490,5199,5062,5069,2590,4120,3275
SYNPCC7942_RS07710,3590,2854,4066,2622,2460,1932,1894,2564,2884,5439,5686,4376,5311,4995,4880,2761,3398,3444
SYNPCC7942_RS07715,13922,10594,13992,13302,11542,8948,10459,13083,13878,14863,16172,13885,18260,15414,15146,8750,13417,15122
SYNPCC7942_RS07720,3322,2528,3759,2773,2444,2146,2232,3074,2917,4384,4880,4166,4480,3516,3424,3164,2575,3192
SYNPCC7942_RS07725,4049,3154,3687,3002,2452,2045,2767,3372,3119,4502,4698,4182,5564,4122,4534,2754,3781,4877
SYNPCC7942_RS07730,5222,4876,5108,4078,4434,2998,2814,3927,3778,7909,8136,6940,7471,7304,6960,3520,5678,4576
SYNPCC7942_RS07735,7365,7345,7237,5540,6111,4126,4152,5676,6625,9926,10752,8925,8496,8734,8636,6080,6352,4993
SYNPCC7942_RS07740,1711,1212,1827,1172,1066,784,696,1140,1110,2002,2242,1579,1877,1514,1336,1048,1084,1152
SYNPCC7942_RS07745,13680,12273,14340,11644,10413,7717,9007,11963,11485,19851,20932,18262,22021,17449,18622,11693,15537,19107
SYNPCC7942_RS07750,2024,1810,2170,1488,1544,932,1032,1447,1438,3063,2958,2546,3013,2460,2465,1316,1992,2196
SYNPCC7942_RS07755,5309,4320,4800,4060,3764,2380,2750,3978,3530,7368,7823,6784,8442,6883,7095,3782,5498,6165
SYNPCC7942_RS07760,3765,3177,3480,3448,3039,2346,2432,3070,3008,4710,5262,4116,4888,4236,4640,2338,3518,3952
SYNPCC7942_RS07765,19517,15514,18139,17789,16247,13233,14193,17157,20015,22946,25799,22763,29749,24686,26093,15009,23037,23684
SYNPCC7942_RS07770,30479,21426,31846,26994,22377,13799,16915,23390,24292,29676,35005,26825,28160,27533,22644,16474,23088,22124
SYNPCC7942_RS07775,10862,9368,11679,7803,7983,5065,5272,8104,7849,13800,13803,11564,12279,11521,9880,6905,10108,7950
SYNPCC7942_RS07780,120407,101532,117914,105385,104082,78976,77981,98671,102858,167993,181946,154188,159747,137161,133424,89491,102514,91570
SYNPCC7942_RS07785,61533,55967,58439,45044,49004,32944,31314,42126,42590,81916,86217,80289,73989,66818,69209,43866,45494,36463
SYNPCC7942_RS07790,112822,95543,100445,81790,81787,62955,59562,81664,72990,142673,148622,136038,131320,108249,106150,72002,81052,74591
SYNPCC7942_RS07795,90119,83754,84233,71970,76256,64709,66668,79155,89102,122747,132108,116698,137440,117687,121039,62845,107924,104506
SYNPCC7942_RS07800,1100,1042,1228,692,682,432,496,710,636,1574,1769,1386,1242,1250,1034,751,852,974
SYNPCC7942_RS07805,10162,8284,8495,7815,7559,5810,6602,7643,7938,13202,14457,13687,15327,12883,13686,7974,10667,11578
SYNPCC7942_RS07810,1984,1997,2350,1666,1520,926,1064,1490,1862,2522,2680,2340,2950,2328,2946,1626,1706,1752
SYNPCC7942_RS07815,802,604,680,678,526,392,426,492,614,1026,1246,824,964,1096,1062,516,816,748
SYNPCC7942_RS07820,442,386,452,424,344,256,206,298,515,636,576,584,652,550,590,370,354,326
SYNPCC7942_RS07825,2131,1784,1837,1877,1758,1508,1949,2242,2326,2486,2390,2128,2971,2045,2538,1584,1956,2218
SYNPCC7942_RS07830,496,430,456,486,408,284,260,332,364,734,745,616,784,520,550,196,362,409
SYNPCC7942_RS07835,4287,3648,3948,3642,3218,2416,3062,3826,3632,5895,5958,5762,6002,4873,5253,3234,3520,4226
SYNPCC7942_RS07840,4866,3676,4746,3788,3450,3386,3886,3823,5315,6891,6414,5980,6760,5908,5994,4160,4667,3775
SYNPCC7942_RS07845,1770,1874,1943,2034,2036,1564,1874,1820,2698,2450,2774,2436,2526,2832,3178,1718,2494,1975
SYNPCC7942_RS07850,3084,2608,2800,2573,2438,1732,2012,2294,2440,4099,4462,3586,4260,3835,3886,1982,3096,2993
SYNPCC7942_RS07860,6525,3674,5319,2518,2840,1488,1998,3456,3543,11443,10233,8890,11122,9509,8730,3925,7599,6720
SYNPCC7942_RS13770,110260,65336,95163,44270,53295,31096,33963,64825,71030,191641,169996,172291,210564,179276,197735,107238,136357,99045
SYNPCC7942_RS07865,124669,76348,115602,59144,71396,46189,47400,91491,94504,189196,180665,175891,166191,160616,142726,113424,123824,90290
SYNPCC7942_RS07870,2295894,1377555,2128003,1023973,1375759,864885,798410,1797262,1709390,2696644,2645640,2400900,2306376,2079156,1761648,1835560,1435125,1033786
SYNPCC7942_RS07875,1726,1172,1818,1002,818,544,606,1108,956,2752,2554,2302,2318,2058,1870,1070,1550,2112
SYNPCC7942_RS07880,426,250,472,266,220,156,176,230,248,632,627,448,530,434,394,254,326,504
SYNPCC7942_RS07885,1730,1408,1836,988,1100,650,600,1056,882,2640,2838,2264,2472,2046,1658,928,1688,2036
SYNPCC7942_RS07890,367,280,406,312,278,152,228,242,328,606,580,446,492,436,496,252,374,352
SYNPCC7942_RS07895,7322,5417,6252,6390,5402,4340,5324,5823,6766,8964,9354,8375,10253,8241,9712,4940,6324,7009
SYNPCC7942_RS07900,1617,1231,1442,982,932,790,664,964,1100,1952,2044,1930,1836,1995,2312,996,1186,1180
SYNPCC7942_RS07905,2744,2268,2562,1878,1688,1138,1090,1571,1526,3824,3648,3698,3999,3568,3924,1730,2430,2443
SYNPCC7942_RS07910,3680,2959,3003,2364,2252,1715,1738,2433,2069,5393,5050,5715,5056,4414,5147,2726,3052,3452
SYNPCC7942_RS07915,12983,10111,15239,11902,10816,6282,8188,9365,15107,14799,17435,13874,15112,15033,13241,8390,13597,11512
SYNPCC7942_RS07920,1922,1448,1854,1500,1648,1088,1100,1460,1544,2419,2972,2250,2742,2404,2424,1284,2086,1970
SYNPCC7942_RS07925,14847,12573,17833,12610,11053,7103,7102,10361,11681,20730,24125,18318,21100,20713,17608,10754,16291,16089
SYNPCC7942_RS07930,17431,13887,20117,14589,12868,8521,9824,13072,17717,20893,24500,18271,23025,22053,20928,14545,18233,17077
SYNPCC7942_RS07935,26218,21340,21082,23255,21034,16046,16292,21016,20698,34575,35951,37769,39121,32658,39089,22091,20741,18349
SYNPCC7942_RS07940,88981,75673,81309,90254,89166,68965,84591,90318,101498,117323,120204,106972,122017,112655,124435,77782,96321,103108
SYNPCC7942_RS07945,908,747,870,844,656,548,598,702,858,1300,1246,1174,1217,1111,1024,698,836,902
SYNPCC7942_RS07950,2322,1548,2244,1768,1456,1058,1082,1523,1840,3002,3163,2622,2862,2808,3108,1428,2096,2008
SYNPCC7942_RS07955,3719,2832,3608,2979,2776,2024,2050,2766,2984,4665,5281,4453,5099,4048,4300,2566,3390,3646
SYNPCC7942_RS14170,172,126,218,124,114,84,78,94,112,234,268,194,252,256,190,112,208,180
SYNPCC7942_RS14020,1022,882,946,532,596,450,478,546,792,1498,1321,1355,1924,1530,2110,976,1290,1296
SYNPCC7942_RS14025,1208,1288,1422,790,778,748,776,1000,1053,2107,1819,1804,2514,2057,2361,1824,1828,2153
SYNPCC7942_RS07965,3443,3605,3864,1992,1924,1720,1700,2506,1604,6311,5735,5059,7369,5746,5049,4622,5634,7492
SYNPCC7942_RS07970,4962,4844,4826,2686,3050,2164,2394,3274,3376,7910,7106,6384,9535,7987,10301,5322,7113,7320
SYNPCC7942_RS07975,182,234,144,150,104,126,76,92,112,686,536,632,594,432,558,230,294,380
SYNPCC7942_RS14030,520,474,546,346,392,328,282,380,446,690,674,704,734,486,734,270,384,402
SYNPCC7942_RS07980,1396,1320,1375,552,610,532,332,432,466,2148,2295,2392,1758,1352,1663,550,926,878
SYNPCC7942_RS07985,356,294,320,290,260,144,208,198,186,466,448,354,474,384,530,182,348,412
SYNPCC7942_RS07990,1242,870,1147,1018,976,898,1026,1171,1242,1528,1590,1538,1994,1536,1780,710,1482,1740
SYNPCC7942_RS07995,868,756,1004,730,602,534,456,648,660,1352,1408,1114,1340,1084,985,628,878,1062
SYNPCC7942_RS08000,6590,5348,5870,3896,3856,2244,2062,3250,2840,9973,10640,9113,9781,9431,9302,4070,6170,5670
SYNPCC7942_RS08005,14127,9994,9728,11524,9187,8221,9009,9989,9510,11923,12584,14338,14041,9814,13210,10315,6457,8550
SYNPCC7942_RS14035,347,240,290,256,218,170,196,211,304,344,382,378,332,320,414,228,212,292
SYNPCC7942_RS08010,2243,1726,1756,1838,1364,998,1408,1702,1909,2166,2218,2599,2420,2067,3088,1382,1583,1782
SYNPCC7942_RS08015,4170,2962,3315,3741,3390,2728,3271,3632,4545,4453,4743,4683,5335,4348,6120,3573,3098,3003
SYNPCC7942_RS08020,11334,7915,10138,11086,8949,7814,9114,10033,13069,11390,12768,13455,12833,11101,13503,9549,7855,7891
SYNPCC7942_RS08025,2364,1705,1948,2082,1924,1524,1628,1772,1914,2864,2607,2933,3003,2516,3216,1419,1780,1978
SYNPCC7942_RS08030,17462,12226,13047,11078,8510,4856,7016,7808,8175,21901,20891,22310,22268,17782,20065,11569,10918,11189
SYNPCC7942_RS08035,16680,12837,12206,10527,9000,5892,7938,9518,8267,19745,18441,21379,19789,16127,19472,11536,9865,10796
SYNPCC7942_RS08040,15310,11702,11562,9293,8218,4812,6430,7732,7340,19911,18232,19504,19783,15341,19131,10167,9660,9700
SYNPCC7942_RS08045,4218,3262,3376,2504,2142,1278,1795,2084,1848,5668,5176,5207,5630,4568,5288,2744,2964,3022
SYNPCC7942_RS08050,2908,2090,2430,1720,1472,1114,1212,1421,1394,3622,3588,3468,3710,2936,3301,1762,1958,2086
SYNPCC7942_RS08055,4242,4170,4918,3478,3624,2790,2354,3310,3702,6096,6344,5194,5328,4809,4711,3046,3546,3676
SYNPCC7942_RS08060,8047,6864,8710,6495,6608,5104,5054,7008,8064,11178,12243,10156,12763,10535,11044,7565,8694,8737
SYNPCC7942_RS08065,1242,992,1199,1220,1106,742,1180,1208,1649,1700,1576,1698,1667,1346,1846,930,1130,1350
SYNPCC7942_RS08070,1660,1446,1586,1202,1372,1098,982,1436,1228,2576,2500,2510,2397,1748,2144,1382,1410,1641
SYNPCC7942_RS08075,3144,2454,2800,2781,2442,1886,2530,2412,2948,4497,4287,4240,4086,3466,3720,2130,2604,2610
SYNPCC7942_RS08080,2413,2226,2464,1890,1824,1328,1445,1932,1770,3166,3417,2820,3290,2632,2774,1430,2026,2352
SYNPCC7942_RS08085,602,472,614,474,372,248,276,452,352,662,688,650,664,552,560,390,498,534
SYNPCC7942_RS08090,3788,3167,3622,2862,2822,1756,1840,2654,2932,5386,5780,4654,5746,4722,5377,2709,3956,3978
SYNPCC7942_RS08095,3320,2585,2744,2260,2148,1367,1733,2224,2540,4432,4764,4118,5411,4567,5070,2746,4288,3732
SYNPCC7942_RS14175,656,576,645,569,486,458,514,676,624,766,848,752,882,898,758,502,762,900
SYNPCC7942_RS08100,10186,9598,10030,7089,6678,4497,5995,6591,8114,15712,14794,14147,13728,11063,13428,9049,8832,9070
